NAME_E,area,ha
Horsefly River,604911.21671918,60.49112167191804
Robert Backup Lands,604071.398192018,60.407139819201824
Call Lake Park,602152.742527663,60.21527425276626
Daphne Ogilvie Nature Sanctuary,601526.210992282,60.15262109922823
Bissette Marsh,600283.531308934,60.02835313089341
Black Creek Estuary,599822.866614104,59.98228666141038
Westham Island - Trim Road,597395.075677048,59.73950756770484
Clanninick Creek Ecological Reserve,596277.34644914,59.62773464491395
Rock Creek - LaBrash II,596065.415381491,59.606541538149116
McQueen Slough - Simmons,594173.438530467,59.417343853046745
Okanagan Falls Biodiversity Ranch - Thomas,591898.567215575,59.18985672155749
Porpoise Bay Park,589939.444455219,58.99394444552194
Columbia NWA - Spillamacheen Unit,587992.772192928,58.799277219292804
Chilanko Marsh - WMA,584347.094440961,58.43470944409613
Columbia River Wetlands - Edgewater,584018.137481265,58.40181374812652
"Bummers Flats - Madison (Cherry Creek), Westside",582587.575744101,58.25875757441008
Mud Bay,581484.967137996,58.14849671379961
Grand Forks - 1972,579846.633847637,57.984663384763714
Spider Lake Park,577856.855366157,57.785685536615716
Sparrow Grasslands,577047.102265239,57.70471022652388
Mt. Robson Ranch,576531.191769488,57.65311917694881
Mt. Trematon Nature Reserve,576082.782477276,57.60827824772762
Kumdis Estuary,575605.527946406,57.56055279464056
Nanaimo River Estuary - Nanaimo Island,573971.595628985,57.39715956289852
Hesquiat Lake Park,573899.984021554,57.38999840215542
Smith Island,572896.096314317,57.28960963143166
Frog Bear,571524.996619779,57.15249966197787
Dunlevy - 1992,571217.93945837,57.12179394583702
Trembleur Lake Park,570268.77917362,57.02687791736201
"Englishman River Estuary - 1992, Parksville Flats",570263.766477885,57.026376647788474
Widgeon Marsh Regional Park Reserve,566387.403768164,56.638740376816386
Fort Shepherd Conservancy Area,565397.160874927,56.53971608749269
Central Park,563346.939207219,56.33469392072186
Smithers Island Conservancy,559727.842698263,55.97278426982635
Alice Arm Estuary,557289.552092892,55.72895520928917
Wycliffe Wildlife Corridor,555319.646949275,55.53196469492748
Epper Passage Park,544043.221684592,54.40432216845916
Lardeau - Duncan - Von Unruh,539024.476405188,53.902447640518844
Lakelse Lake - Mullers Bay,537540.615486179,53.754061548617926
Simpson Lake East Conservancy,536228.27945438,53.622827945438026
Columbia NWA - Spillamacheen Unit,535650.70912917,53.56507091291696
Gilnockie Creek Ecological Reserve,535376.75581745,53.53767558174496
Dunlevy - 2004,535209.769671749,53.52097696717493
Widgeon Marsh Regional Park Reserve,534529.022177322,53.45290221773218
Megin River Ecological Reserve,534300.583704324,53.43005837043244
Sage and Sparrow,531341.374761172,53.13413747611716
Northey Lake - Black Creek - Phase II,529559.138399843,52.95591383998431
Kingcome River Estuary - Lot 140,529504.883767079,52.95048837670793
Tatlayoko Lake Ranch,526723.844732873,52.672384473287316
Boulder Creek Park,526388.885859161,52.63888858591611
Fossli Park,524113.371636068,52.41133716360675
Cranberry Marsh - 1978,520785.177420721,52.07851774207208
Mansons Landing Park,519193.836177006,51.91938361770059
Wasa Slough,517858.203055502,51.78582030555019
Morrison Marsh Nature Reserve,517258.897372619,51.72588973726195
Okanagan Falls Biodiversity Ranch - Schneider,517174.826579601,51.717482657960055
Kickininee Park,515852.910532642,51.585291053264214
Lakelse River,510351.483195351,51.035148319535054
Napier Lake Ranch,508278.516027407,50.82785160274073
Rivers Inlet Conservation Lands,506632.78726374,50.66327872637399
Nadina River Valley  - Owen Lake,506162.4173441,50.61624173440998
Fraser Estuary - South Arm Marsh Islands WMA (Rose & Kirkland Islands),504489.166663131,50.448916666313075
Kindwood,500210.10796647,50.02101079664696
Pritchard Park,495920.141035786,49.59201410357859
Morrisey Meadows,495563.473370373,49.55634733703732
Salmon River Estuary - MacBlo/Crown,493690.065001965,49.369006500196456
Squitty Bay Park,493366.268409805,49.33662684098049
Chilcotin Lake,486200.551169395,48.62005511693955
Skinner Meadows,485774.311331302,48.57743113313019
Marsden Face - Grohman Creek,484424.473677677,48.44244736776771
Lazo Marsh - 1976,484353.858287872,48.43538582878719
Haney Project,482984.01687485,48.29840168748498
Sage and Sparrow,480546.955705047,48.05469557050466
Cranberry Marsh - 1985,476905.230107237,47.690523010723666
Galiano Heritage Forest DL 32,475821.541573191,47.5821541573191
Lincoln Creek Ranch,474376.18981414,47.43761898141401
Mitlenatch Island Nature Park,472829.650512679,47.2829650512679
Vance Creek Ecological Reserve,469289.270007849,46.928927000784874
Kilpoola Lake,468431.08614856,46.84310861485601
Skinner Creek,465031.284230862,46.50312842308618
Okanagan Mountain - 2000,463578.496958661,46.357849695866115
Horsefly River,460707.269111936,46.070726911193596
Widgeon Marsh Regional Park Reserve,459780.447981847,45.978044798184655
Arrow Lake,458963.216521312,45.89632165213116
Cluxewe Salt Marsh,455542.430985592,45.55424309855923
Veiners Meadow,454962.129026154,45.496212902615426
Vaseux Lake - Vaseux Farm,454352.492547452,45.435249254745244
Wycliffe Wildlife Corridor,454160.071596056,45.41600715960562
Columbia Lake Eastside - WMA,452577.243303299,45.25772433032989
Rivers Inlet Conservation Lands,452209.021725345,45.220902172534544
Crowsnest Park,451570.269693002,45.15702696930021
Gabriola Island - Coats Drive,448024.811517535,44.802481151753526
Columbia Lake Eastside - WMA,447492.114185214,44.749211418521405
Baynes Island Ecological Reserve,446644.711174771,44.66447111747707
Tidal Flats,446519.424817953,44.651942481795295
Catherine Creek Ecological Reserve,446223.430305967,44.62234303059671
Bull River - Armstrong,444726.345308419,44.47263453084193
Lindsay Dickson Nature Reserve,440518.97870598,44.05189787059799
Comox Lake Bluffs Ecological Reserve,437351.91277636,43.73519127763603
Swiws Park,434838.779781642,43.48387797816424
Browne Lake Park,431856.166623187,43.18561666231875
Rolla Canyon Ecological Reserve,429832.616782921,42.98326167829214
Qudes/Gillard-Jimmy Judd Island Conservancy,424918.121126996,42.49181211269957
Walsh Cove Park,422849.252891678,42.28492528916779
Columbia Lake Ecological Reserve,422632.008022808,42.26320080228085
Kitsumkalum Lake North - DL5118,420313.777866885,42.03137778668851
Napier Lake Ranch,417444.552193601,41.74445521936007
Marsden Face - 2001,416906.939583101,41.690693958310106
Tachick Lake Homestead,415179.886807818,41.5179886807818
Talking Mountain Ranch,414769.366028534,41.47693660285343
Wycliffe Wildlife Corridor,414470.70449046,41.447070449046045
Vaseux Lake - Sublot 3,412718.341179847,41.27183411798469
Walter Clough Wildlife Area,412440.499875683,41.24404998756833
Kingcome River Estuary - Lots 144 & 145,411171.834530847,41.117183453084735
Chase Woods,410002.028298169,41.000202829816935
Mt Erskine Summit,406938.277150959,40.6938277150959
Mid-Island Protected Network DL58,405005.385867059,40.50053858670592
Antelope-brush - Phase I,403452.496618202,40.3452496618202
"Squitty Bay - 2007, Iverson Addition",400506.699087701,40.050669908770125
Skihist Ecological Reserve,397391.340632525,39.73913406325253
Kennedy Siding,396530.576709857,39.653057670985724
Steelhead Park,395269.549364327,39.52695493643265
Addington Point Marsh,394880.690330826,39.488069033082574
Spider,392824.598976635,39.28245989766355
Baynes Sound - Fanny Bay,390788.59649922,39.078859649922
Vaseux Lake - McIntyre Bluff/Winter,389892.658222925,38.989265822292495
Morrell Wildlife Sanctuary,388444.295341089,38.84442953410894
Westwick Lakes Ecological Reserve,387832.799337299,38.78327993372986
Widgeon Marsh Regional Park Reserve,386792.281297483,38.679228129748346
Grauer,386699.560951322,38.66995609513223
Mahoney Lake Ecological Reserve,384123.793920313,38.41237939203133
Robson Bight (Michael Bigg),381649.898813333,38.164989881333334
Okanagan Falls Biodiversity Ranch - Thomas,381426.985035094,38.14269850350944
Nanaimo River,380403.260817146,38.040326081714596
Long Bay Wetland Nature Reserve,372904.573300997,37.29045733009968
Wycliffe Wildlife Corridor,368124.548943129,36.812454894312864
Kidd Creek,357210.273548923,35.72102735489234
Redmond Pit,357169.176799431,35.716917679943144
Tatlayoko Lake Ranch,354511.805823762,35.451180582376196
Mcqueen Creek Ecological Reserve,354315.204491794,35.43152044917941
Skaha Lake - Eastside - Lot C,353972.495957427,35.39724959574269
Doc English Bluff Ecological Reserve,353208.620204763,35.32086202047635
Lakelse Lake Wetlands,351991.88678341,35.19918867834103
Anderson Bay Park,351935.989568493,35.193598956849335
Chemainus Estuary - Catalyst,351711.172507104,35.171117250710374
Cowichan River Estuary - Dinsdale,350644.356096618,35.064435609661835
St Mary Lake,347134.072690649,34.71340726906486
St Mary Lake,346693.61493656,34.66936149365604
Antelope-brush - Phase IV,344416.430498064,34.44164304980636
Gold Creek - Strauss,338170.255802371,33.81702558023706
Saltery Bay Park,335500.362206139,33.55003622061395
Bella Coola Estuary,335320.424196586,33.532042419658616
Cluxewe Wildlife Management Area,335230.520842939,33.523052084293866
Morrell Wildlife Sanctuary,330612.335987896,33.06123359878957
Johns Family Nature Conservancy Regional Park,329947.682871997,32.99476828719973
Robert Backup Lands,329565.599374504,32.95655993745043
Trust Creek - Land Exchange/Ritchie,328446.281112461,32.8446281112461
Frolek Ranch,327420.659036756,32.74206590367556
Widgeon Marsh Regional Park Reserve,326257.717877984,32.625771787798406
Wildwood,325914.090811183,32.59140908111832
Plumper Cove Marine Park,325408.340591657,32.5408340591657
Patterson Project,325233.927429737,32.52339274297366
Frolek Ranch,325174.723016143,32.51747230161428
Columbia NWA - Spillamacheen Unit,325170.18159842,32.517018159842024
Chilcotin Lake,324684.263260692,32.468426326069235
Settlement Lands,324635.502956897,32.4635502956897
Whipsaw Creek Ecological Reserve,324629.443047598,32.4629443047598
Luke Creek Wildlife Corridor,324383.393470421,32.438339347042145
Skinner Meadows,324191.607834518,32.419160783451794
Luke Creek Wildlife Corridor,324143.223660767,32.41432236607671
Talking Mountain Ranch,323979.189449131,32.39791894491315
Lincoln Creek Ranch,323939.450717518,32.39394507175181
Luke Creek Wildlife Corridor,323779.005695865,32.37790056958646
Luke Creek Wildlife Corridor,323776.758047685,32.3776758047685
Luke Creek Wildlife Corridor,323444.286982376,32.344428698237614
Okanagan Falls Biodiversity Ranch - Thomas,323379.975118518,32.33799751185179
Robert Backup Lands,322355.75235936,32.23557523593605
White Lake Basin Biodiversity Ranch - Park Rill Creek Infill East,322263.334185839,32.22633341858387
Johns Family Nature Conservancy Regional Park,321719.847780319,32.171984778031906
Elkin Creek Nature Preserve,320029.178431243,32.00291784312427
Boundary Bay - Grauer Beach,319557.490548059,31.955749054805935
Rock Creek - LaBrash,318984.392916799,31.89843929167986
Maltby Lake,316568.681631774,31.65686816317737
Lardeau - Duncan - Meadow Creek South,314510.886394446,31.451088639444556
Frolek Ranch,313662.943409749,31.36629434097493
Salmon River Estuary - Sachts/Matthews,313595.122986587,31.35951229865874
Westham Island - Singh Farm,312604.050574928,31.260405057492846
Kotcho Lake Ecological Reserve,308987.906763539,30.898790676353872
Fraser Estuary - South Arm Marsh Islands WMA (Gunn Island),308611.72667911,30.861172667910996
Clearwater (Kurta),308325.224312425,30.832522431242467
Dudley Marsh,307237.300813994,30.723730081399438
Settlement Lands,307017.997753797,30.70179977537971
Ferguson Lake,305097.539194537,30.509753919453733
Jaji7Em And Kw'Ulh Marine Park [A.K.A. Sandy Island Marine Park],302400.552304997,30.24005523049971
Columbia NWA - Spillamacheen Unit,302211.433939131,30.221143393913145
Andreas Vogt Nature Reserve,299996.680264332,29.999668026433245
Nicomen - Norrish Creek,298023.157750752,29.802315775075183
Sartine Island Ecological Reserve,297890.840183216,29.789084018321567
Turtle Valley Farm,297521.852873354,29.752185287335422
Napier Lake Ranch,296133.730187478,29.613373018747847
Gunboat Harbour Conservancy,295012.226091566,29.50122260915665
Emory Creek Park,291131.678342264,29.113167834226413
Joerg Fischer,290046.967379665,29.004696737966455
Chemainus Estuary - Catalyst,288854.276664495,28.885427666449452
Nanoose Bay Unit - QUALICUM NATIONAL WILDLIFE AREA,285784.461918036,28.57844619180364
Courtenay Estuary – Comox Bay Farm,284145.198670924,28.41451986709237
"Vaseux Lake - Vaseux Farm, 1993",283473.146493912,28.347314649391173
MacMillan,282251.01364494,28.225101364494023
Chilliwack River Park,278868.400076221,27.886840007622073
Francois Lake Protected Area,275980.546165961,27.598054616596094
Manley Farm Bird and Wildlife Sanctuary,275488.826425582,27.548882642558215
North Thompson Oxbows Jensen Island Park,275212.772750678,27.521277275067753
Fraser Estuary - South Arm Marsh Islands WMA (Rose & Kirkland Islands),273625.22078846,27.362522078846023
"Columbia Lake Eastside - WMA, Lemaster",272709.488144673,27.270948814467342
Nanaimo River Estuary - Nanaimo Island,272295.831007862,27.229583100786176
Talking Mountain Ranch,271902.663057204,27.190266305720435
Willow Creek,270986.974405095,27.098697440509497
Riverside Wetlands,270833.548801978,27.083354880197813
West Marsh,270119.890720941,27.011989072094114
Northey Lake - Black Creek - Phase I,269143.117529452,26.914311752945185
Courtenay Estuary – Comox Bay Farm,268485.91869024,26.84859186902402
Manley Farm Bird and Wildlife Sanctuary,267704.233790659,26.77042337906589
Somenos Flats - 1989,267449.645902693,26.744964590269323
Manley Farm Bird and Wildlife Sanctuary,267152.337597992,26.715233759799226
Manzanita Cove Conservancy,265871.602772227,26.58716027722275
Kumdis Slough,264885.949943944,26.488594994394386
Fillongley Park,264833.604660221,26.483360466022138
Lardeau - Duncan - Von Unruh,263921.100401282,26.39211004012823
Pirates Cove Marine Park,262427.265012017,26.242726501201744
Mt. Robson Ranch,261157.909749664,26.115790974966437
Quintal Floodplain,260191.330496321,26.01913304963205
Cobble Hill - Sandersons Royd,256724.163193861,25.6724163193861
Galiano Island Ecological Reserve,254246.710342599,25.42467103425991
Talking Mountain Ranch,253102.297615883,25.310229761588293
Vaseux Lake - Sublot 15,252593.417120546,25.25934171205461
Howard Horel Nature Reserve,251504.138156921,25.15041381569207
Dutch Creek Hoodoos,250981.249977291,25.098124997729062
Napier Lake Ranch,249652.769197159,24.96527691971585
Salmon River Elk Reserve,248071.368938417,24.80713689384172
Chilanko Marsh - WMA,244907.003497066,24.49070034970655
Lehman Springs,241075.85206712,24.107585206712038
Quintal Floodplain (Bobolink Meadow),236689.06472389,23.66890647238903
Rivers Inlet Conservation Lands,235743.295577086,23.57432955770856
Nanaimo River Estuary - Holden Creek,235630.749950015,23.56307499500145
Widgeon Marsh Regional Park Reserve,234298.416709498,23.429841670949756
Lower Mount Erksine Nature Reserve,225094.820676575,22.509482067657476
Harrison Knob,224544.950193522,22.45449501935225
Salmon River Estuary - Kelley,223537.240356454,22.35372403564537
Buttertubs Marsh - Baldwin,222783.664225313,22.27836642253129
Morte Lake,222004.694106697,22.20046941066971
Stellako River Corridor - 1980,221862.306189832,22.18623061898317
Mount Maxwell - Infill,221387.043349441,22.138704334944116
Morrison Headwaters Nature Preserve,221377.461689726,22.137746168972573
Nechako River - Tyee,220489.01957562,22.048901957562006
Kwell Sanctuary/Lasqueti Island Nature Reserve,215569.391648084,21.55693916480839
Qualicum National Wildlife Area,215303.364953572,21.530336495357194
Tupper Lake (Swan Lake),214157.618466586,21.415761846658643
Beks Farm,212165.988062505,21.216598806250538
Walter Clough Wildlife Area,211190.018423859,21.119001842385902
Sales Marsh,210991.221041715,21.099122104171546
Moore Hill Nature Reserve,210528.129642535,21.052812964253455
Darkwoods,208836.222592995,20.883622259299457
Courtenay Estuary – Comox Bay Farm,208082.551751534,20.808255175153352
Laux,206074.073095899,20.607407309589906
Columbia NWA - Spillamacheen Unit,205741.367775433,20.574136777543277
Drumbeg Park,203234.265145663,20.323426514566318
Salmon River Estuary - MacBlo/Crown,203215.68955963,20.321568955963027
Stellako River Corridor - 1982,201575.674705853,20.15756747058527
Manzanita Ridge Nature Reserve,199233.731686223,19.923373168622284
Exchamsiks River Park,197937.459411604,19.793745941160434
Chemainus Estuary - Catalyst,195990.398135873,19.59903981358735
Arrowsmith Woodland,193732.977716772,19.373297771677187
Addington Point Marsh,192456.429512601,19.245642951260134
Edwards Pond,188690.386193466,18.869038619346636
Clayoquot Island,187482.122020466,18.748212202046627
Nimpkish River Ecological Reserve,186033.483338431,18.60334833384305
Nicomen - Norrish Creek,185524.470833989,18.552447083398885
Gullchuks,182952.740959512,18.295274095951243
Mount Tzuhalem Ecological Reserve,182364.73786642,18.236473786641984
Great Beaver Swamp Nature Reserve,181442.026559152,18.14420265591517
Fairy Fen Nature Reserve,181039.139499433,18.103913949943333
Cold Creek Property,174226.210092758,17.422621009275783
Mt. Sutil,173636.936065581,17.36369360655807
Sturgeon Bank Wildlife Management Area,173199.088848229,17.319908884822933
Cowichan River Estuary - Koksilah,172357.939461771,17.235793946177104
Okanagan Falls Grasslands - Peachcliff,172208.267061437,17.220826706143654
Tidal Flats,168695.088964209,16.869508896420896
McGillivray Slough - 1985,168533.508210123,16.85335082101226
Kitsumkalum Lake North - DL6737,167739.260998662,16.773926099866163
Marble River Estuary,166328.980126183,16.632898012618273
Fairyslipper Forest Nature Reserve,165998.782937147,16.59987829371467
Vaseux Lake - Box Canyon,165696.640212456,16.569664021245575
Sowchea Bay Park,164713.183426981,16.471318342698087
Kitsumkalum Lake South - Nelson River,163727.604934001,16.37276049340005
Comstock Marsh,163551.960570197,16.35519605701969
Comstock Marsh,163446.181958169,16.344618195816874
Comstock Slough,162948.105636179,16.294810563617943
Nicomen - Norrish Creek,162676.655118484,16.267665511848374
Makaroff Nature Reserve,162444.370140492,16.24443701404915
Marble River Estuary,162413.443430932,16.241344343093225
Talking Mountain Ranch,162322.303962428,16.232230396242812
Salmon River Estuary - Sachts/Matthews,161900.115395902,16.190011539590174
Skinner Meadows,161824.827944923,16.18248279449232
Luke Creek Wildlife Corridor,161215.55969739,16.12155596973896
Luke Creek Wildlife Corridor,161062.193447545,16.106219344754518
Buck Hills Road Ecological Reserve,160949.855028927,16.094985502892733
Morrell Wildlife Sanctuary,160929.600764137,16.092960076413675
Patterson Project,160892.831907213,16.08928319072127
Patterson Project,160842.575592583,16.084257559258305
Koeye Estuary - DL 1329,159624.430775573,15.962443077557301
Cowichan River Estuary - Dinsdale,159611.5835356,15.961158353560045
Talking Mountain Ranch,158952.237524297,15.89522375242971
Widgeon Valley National Wildlife Area,156938.265255652,15.693826525565237
Widgeon Valley National Wildlife Area,156914.185166578,15.691418516657757
Widgeon Valley National Wildlife Area,156858.372497797,15.685837249779702
Blackburn Lake Nature Reserve,156070.778903574,15.607077890357385
Luke Creek Wildlife Corridor,155832.333218914,15.583233321891399
Widgeon Valley National Wildlife Area,155473.569165498,15.547356916549802
Coquitlam River Wildlife Management Area,155098.306507516,15.509830650751613
Quintal Floodplain,155005.766699981,15.500576669998088
Parnissian Woods,154492.059227318,15.449205922731757
Vaseux Lake - Sublot 35,154252.094663143,15.425209466314316
Luke Creek Wildlife Corridor,153938.955589207,15.393895558920688
Nanaimo River,153921.12311884,15.392112311884016
Boundary Lake - Bahm,153477.2154815,15.347721548149979
Salmon River Estuary - MacBlo/Crown,153164.786833961,15.316478683396056
Maltby Lake,151787.943162724,15.178794316272437
Okanagan Falls Biodiversity Ranch - Thomas,151590.906743324,15.159090674332436
Tweedsmuir Corridor Protected Area,151067.720237255,15.10677202372551
Nicholson,149849.305225015,14.984930522501468
Horsefly River,149790.793265091,14.979079326509126
Nicomen - Norrish Creek,149746.029899763,14.974602989976342
Nicomen - Norrish Creek,149455.663190832,14.945566319083236
Skaha Lake - Eastside - Lot A,148732.12848566,14.873212848565961
Salmon River Estuary - Kelley,147946.795613012,14.794679561301228
Wycliffe Wildlife Corridor,146468.069224387,14.64680692243874
Morrell Wildlife Sanctuary,146396.922056464,14.639692205646401
100 Mile House,145460.477607518,14.546047760751843
St Mary Lake,145130.188177392,14.513018817739189
Trincomali Nature Sanctuary,144840.259971223,14.48402599712233
Chemainus Estuary - Catalyst,144739.842151394,14.473984215139412
Winter's Property,144242.764437463,14.424276443746313
Dale Lake,142845.248885063,14.284524888506345
Widgeon Marsh Regional Park Reserve,142067.970409683,14.206797040968295
Deep Ridge Nature Reserve,141956.80364418,14.19568036441803
Hardy Island Marine Park,140636.011733572,14.063601173357199
Sunset Trail,140631.029607557,14.063102960755677
East Pine Park,139899.129154514,13.98991291545136
Oak Bay Islands Ecological Reserve,138659.184456348,13.865918445634827
Somenos Flats - 1976,138557.150445213,13.855715044521343
Somenos Flats - Mitigation Lands,137655.148921696,13.765514892169637
Silverdale,137238.514208782,13.723851420878221
Jimsmith Lake Park,136847.888456628,13.684788845662773
Alton Property,135582.575376675,13.558257537667453
Salmon River Estuary - MacBlo/Crown,134702.991601672,13.470299160167182
Robert Backup Lands,133168.445654377,13.316844565437734
Genstar Wetlands,132612.075904384,13.261207590438426
Widgeon Marsh Regional Park Reserve,131323.207194812,13.132320719481166
Kitson Island Marine Park,131124.951950906,13.112495195090595
Silverdale,131039.447089285,13.103944708928466
Mount Robson Protected Area,129817.640299156,12.981764029915631
Manley Farm Bird and Wildlife Sanctuary,129282.85455671,12.928285455670952
Beresford Island Ecological Reserve,128562.767139651,12.8562767139651
Roderick Haig-Brown - Adams River - Klammer,128555.720219724,12.855572021972389
Maltby Lake,126948.250435799,12.694825043579936
Columbia River - Castledale,125036.247920965,12.503624792096462
Silverdale,124525.542871092,12.452554287109152
Antelope-brush - Phase III,123227.932603581,12.322793260358088
Widgeon Marsh Regional Park Reserve,123174.79640308,12.317479640307976
Dunlevy - 1992,121911.167505864,12.191116750586405
Morrison,121447.969062652,12.144796906265244
Englishman River - Craig Creek,120929.616098313,12.092961609831251
Clearwater Ancient Swamp,119983.048565747,11.998304856574721
Vanc. Island-Courtenay Wetland - Forbidden Plateau Creek,117778.175574611,11.777817557461095
Swan Lake,116370.726244159,11.637072624415904
Grauer,116179.729502242,11.617972950224205
Nicomen Slough,116105.133306938,11.610513330693752
Swishswash Island,115706.852410878,11.570685241087805
Victor Lake Park,115380.61578096,11.538061578096007
Winter Inlet Conservancy,114862.865353996,11.48628653539964
Salish View Nature Reserve,114696.404627698,11.469640462769755
Snk-mip Marsh Nature Preserve,114425.12479832,11.442512479832024
Makaroff Nature Reserve,113063.751206095,11.306375120609532
Yale Garry Oak Ecological Reserve,113009.140047673,11.300914004767314
Maltby Lake,112968.0349342,11.296803493420034
Cowichan Garry Oak Preserve,112124.307566304,11.212430756630376
Clearwater,111892.639843368,11.189263984336751
South Winchelsea Island,110273.194540335,11.027319454033487
Nanaimo River Estuary - Duke Point Addition,109879.874198743,10.987987419874313
Marble River Estuary,109209.539248464,10.92095392484637
Laughlin Lake,109173.830018912,10.917383001891151
Osoyoos Oxbows,108839.044023852,10.883904402385152
Cowichan Garry Oak Preserve,108658.598523065,10.865859852306544
Laux,108060.481306002,10.806048130600155
Laux,106907.118566215,10.690711856621505
Nicomen - Norrish Creek,106691.092240382,10.669109224038198
Vaseux Lake - Green Lake Road,106054.228624611,10.605422862461072
Filberg Marsh,105596.433617759,10.559643361775857
Frolek Ranch,105434.225390211,10.543422539021075
Nisga'A Memorial Lava Bed Protected Area,105122.205926538,10.512220592653751
Salmon Arm Foreshore - Salmon Arm Bay - 1988,104674.586045176,10.46745860451758
Widgeon Marsh Regional Park Reserve,103882.553944535,10.38825539445352
Lohbrunner Woods,103830.610565767,10.383061056576668
Nicomen - Norrish Creek,103795.535928633,10.379553592863303
Nilkitkwa Lake Park,103074.815202068,10.307481520206807
Solander Island Ecological Reserve,102651.155611439,10.265115561143867
Harmony Islands Marine Park,102468.432207142,10.2468432207142
Fraser Estuary - South Arm Marsh Islands WMA (Rose & Kirkland Islands),100868.067912728,10.086806791272759
Manley Farm Bird and Wildlife Sanctuary,100295.874225199,10.029587422519922
Nicholson,99521.1592801213,9.952115928012132
Widgeon Edwards,98347.7003599964,9.834770035999641
St Mary Lake,96864.7334090534,9.686473340905335
West Shawnigan Lake Park,96571.3272063354,9.657132720633538
Osoyoos Oxbows,96092.937609066,9.609293760906603
Francis Point Ecological Reserve,96085.9161054371,9.608591610543709
Inner Island Nature Sanctuary,94027.424253538,9.402742425353802
Makaroff Nature Reserve,93542.1383306384,9.354213833063842
Singing Woods Nature Reserve,93508.8546713293,9.350885467132926
Bluffs Park,93305.0359953735,9.33050359953735
Boyle Point Protected Area,93031.9805943262,9.303198059432615
Nicomen - Norrish Creek,93012.5142901754,9.30125142901754
Philips Lake,93003.906403776,9.3003906403776
Francis Point Ecological Reserve,92065.1662653559,9.206516626535588
Roderick Haig-Brown - Adams River - Gridiron,91443.1524932086,9.144315249320865
Lindsay Dickson Nature Reserve,91250.7344327271,9.12507344327271
Martha's Place,90112.1317356172,9.011213173561723
Horsefly River,89506.7529690906,8.95067529690906
Widgeon Marsh Regional Park Reserve,89289.7277042333,8.928972770423325
"Nunns Creek - November, 1986",89207.3106959077,8.920731069590774
Tidal Flats,88215.2292945189,8.821522929451895
Darkwoods Shannon Creek,88046.3677001521,8.80463677001521
Camp Slough,87609.9438306708,8.760994383067079
Orel Lake,85183.765501447,8.518376550144703
Osoyoos Oxbows,84560.3689355273,8.456036893552728
Skaha Lake - Eastside - Lot B and SL 48,83536.6956318757,8.353669563187566
Surge Narrows - Fee Simple,82364.2224178672,8.23642224178672
F.H. Barber Park,82073.8542565913,8.20738542565913
Comstock Slough,81828.1114102826,8.182811141028255
Canim Beach Park,81616.5006644595,8.161650066445954
Silvertip Ranch,80966.9552005997,8.096695520059969
Medicine Beach Nature Sanctuary,80919.3820748166,8.091938207481661
Westham Island - Telus,80543.8885854706,8.054388858547062
Vanc. Island-Courtenay Wetland - Japanese Swamp Creek,79837.6138773705,7.983761387737049
"McGillivray Slough - Cattermole, 2008",79425.412620753,7.942541262075305
Mount Sabine Ecological Reserve,79164.1261764467,7.916412617644667
Trial Islands Ecological Reserve,79123.1793246334,7.912317932463345
Widgeon Marsh Regional Park Reserve,78697.1538756778,7.869715387567784
Madrona Farm,78686.9637865387,7.868696378653869
Creekside Rainforest,78141.8656530003,7.81418656530003
Chilliwack River,78047.048790601,7.8047048790600995
Keremeos Creek - Wainwright,77824.411704585,7.782441170458496
Marsden Face - Grohman Creek,76871.5358823016,7.687153588230163
Morrell Wildlife Sanctuary,75956.7567502968,7.59567567502968
Honeymoon Bay Wildflower Ecological Reserve,75335.5970729664,7.533559707296639
Columbia Lake Eastside - Lemaster Addition,74564.7336415555,7.456473364155554
Harrison River,74169.1836695521,7.416918366955209
Honeymoon Bay Ecological Reserve,73667.5834171772,7.36675834171772
Roderick Haig-Brown - Adams River - Klammer,72952.5149946604,7.29525149946604
North View Nature Reserve,72125.5628154129,7.212556281541288
Somenos Flats - 1976,71626.8257291373,7.162682572913728
Cleland Island Ecological Reserve,70528.1036387922,7.052810363879222
Comox Slough - Simpson Farm,70437.060439657,7.043706043965695
Okanagan Falls Grasslands - Lot 1 DL 681S,70002.7580298856,7.0002758029885594
Nanaimo River Estuary - Nanaimo Island,69626.7327814675,6.96267327814675
Okanagan Mountain - 1995,69088.0779124489,6.90880779124489
Finlay Lake Nature Reserve,68510.5755985361,6.851057559853606
Slocan Lake - Stedman,68481.1072231159,6.848110722311586
"Savary Island - Lots 35 & 36, DL1375",68093.0892752167,6.809308927521668
Osoyoos Oxbows,66695.1328164594,6.669513281645941
Ellis Island Ecological Reserve,66569.4053026156,6.6569405302615605
Cowichan River Estuary - Rodenbush,66053.928460954,6.605392846095399
Ferguson Lake,64849.7218353152,6.484972183531522
Gámdis Tlagee Conservation Area,64206.8968918568,6.4206896891856795
Ginty's Pond,63593.7874222146,6.359378742221463
Sooke Potholes Park,62601.4710000209,6.260147100002086
Beks Farm,61914.2356682318,6.191423566823185
Maclure Wetlands,61295.250776805,6.129525077680499
Salmon Arm Foreshore - Salmon Arm Bay - 1989,60139.5843177834,6.013958431778336
Scout Island - 1973,59445.1049395886,5.944510493958858
Squitty Bay - 1987,59126.5588078676,5.912655880786758
Ivy Mitchell Nature Reserve,59028.3300438002,5.9028330043800175
